,id,text,author
3102,id14620,"""I presume you expected to find a letter between the stamp and the signature.""",EAP
3103,id05203,"In the final of the Somnambula, she brought about a most remarkable effect at the words: Ah non guinge uman pensiero Al contento ond 'io son piena.",EAP
3104,id20719,"It soon developed that I had only a choice between different evils, but after a time I came upon a house in West Fourteenth Street which disgusted me much less than the others I had sampled.",HPL
3105,id15565,"What is said about detecting and bringing into practice nice relations of size, proportion, and color, is one of those mere vaguenesses of speech which serve to veil inaccuracy of thought.",EAP
3106,id26051,"During our stay at Naples, we often returned to this cave, sometimes alone, skimming the sun lit sea, and each time added to our store.",MWS
3107,id07916,"If two medallions are put into the drawer together, an answer is returned only to the lower one.",EAP
3108,id03343,But these figures partook of the true character of the arabesque only when regarded from a single point of view.,EAP
3109,id27044,"Like most youths, he indulged in elaborate day dreams of revenge, triumph, and final magnanimous forgiveness.",HPL
3110,id08498,"Of this latter point, however, I am scarcely qualified to judge; for it was just dark as we arrived; and in American mansions of the better sort lights seldom, during the heat of summer, make their appearance at this, the most pleasant period of the day.",EAP
3111,id19225,"Most of the students went home, or to various duties, as the evening advanced; but West persuaded me to aid him in ""making a night of it"".",HPL
3112,id03517,To escape these evils was the aim and scope of all our exertions.,MWS
3113,id19114,Thus a great step has been taken.,EAP
3114,id22002,"This town had some queer people, and there had undoubtedly been several disappearances.",HPL
3115,id27572,"For a long time they had reigned over the city together, but when they had a son all three went away.",HPL
3116,id05474,As I look back across the years I realise how unreal it seems; and sometimes half wonder if old Dr. Fenton was not right when he charged it all to my excited imagination.,HPL
3117,id14398,"I fear you have mesmerized"" adding immediately afterwards, ""deferred it too long.""",EAP
3118,id23999,"Finding that no satisfaction was to be obtained of Jupiter, whose whole intellect seemed to be absorbed by ""de bug,"" I now stepped into the boat and made sail.",EAP
3119,id23339,We got all kinds here reel life an' a good time.,HPL
3120,id05749,"These phenomena were occasioned by the expansion of the gas, through increase of heat in the atmosphere, and the consequent disruption of the minute particles of ice with which the network had become encrusted during the night.",EAP
3121,id07395,"Endlessly down the horsemen floated, their chargers pawing the aether as if galloping over golden sands; and then the luminous vapours spread apart to reveal a greater brightness, the brightness of the city Celephaïs, and the sea coast beyond, and the snowy peak overlooking the sea, and the gaily painted galleys that sail out of the harbour toward distant regions where the sea meets the sky.",HPL
3122,id26560,"But you forget that the matter of which I speak is, in all respects, the very ""mind"" or ""spirit"" of the schools, so far as regards its high capacities, and is, moreover, the ""matter"" of these schools at the same time.",EAP
3123,id04812,"I concealed from this beloved child that her mother's death was voluntary, and tried every means to awaken cheerfulness in her sorrow stricken spirit.",MWS
3124,id13997,"Felix was too delicate to accept this offer, yet he looked forward to the probability of the event as to the consummation of his happiness.",MWS
3125,id02373,"Gilman felt a gnawing, poignant abhorrence shoot through his mental and emotional paralysis, and the light metal bowl shook in his grasp.",HPL
3126,id25683,I took my visitors all over the house.,EAP
3127,id21033,"Never did any woman appear so entirely made of mind, as the Countess of Windsor.",MWS
3128,id06366,"It was our plan to remain where we were and intercept the liner Dacia, mentioned in information from agents in New York.",HPL
3129,id05082,"""I'll tell you, I'm good and tired of water after reading of the merry bouts fellows used to have in the old days.",HPL
3130,id05209,But moment after moment elapsed.,EAP
3131,id07310,"The servant instantly showed it to one of the others, who, without saying a word to any of the family, went to a magistrate; and, upon their deposition, Justine was apprehended.",MWS
3132,id13365,She accused herself of his journey to Greece his dangers his imprisonment.,MWS
3133,id09267,"It was alive now, and early villagers courtesied as the horsemen clattered down the street and turned off into the lane that ends in the abyss of dream.",HPL
3134,id12136,"""The 'good glass,' I knew, could have reference to nothing but a telescope; for the word 'glass' is rarely employed in any other sense by seamen.",EAP
3135,id27868,"The drawers of a bureau, which stood in one corner were open, and had been, apparently, rifled, although many articles still remained in them.",EAP
3136,id07961,"Those most remote from the spectators are the longest those in the middle are about two inches shorter and those nearest the company about two inches shorter still and the candles on one side differ in height from the candles respectively opposite on the other, by a ratio different from two inches that is to say, the longest candle on one side is about three inches shorter than the longest candle on the other, and so on.",EAP
3137,id15275,"Evadne made it her earnest request that the tale of their loves should not be revealed to his mother; and after for a while contesting the point, he yielded it to her.",MWS
3138,id08439,"O' course them as sarved on the Sumatry Queen an' seed the island knowed what he meant, an' wa'n't none too anxious to git clost to sea things like they'd heerd tell on, but them as didn't know what 'twas all abaout got kind o' swayed by what Obed had to say, an' begun to ast him what he cud do to set 'em on the way to the faith as ud bring 'em results.""",HPL
3139,id04461,"Looking timidly around, as if she feared to be overheard, she whispered: ""I have discovered to morrow that is, to day already the to morrow is come before dawn, foreigners, Austrians, my mother's hirelings, are to carry me off to Germany, to prison, to marriage to anything, except you and my brother take me away, or soon they will be here"" I was frightened by her vehemence, and imagined some mistake in her incoherent tale; but I no longer hesitated to obey her.",MWS
3140,id07875,"""The nethermost caverns,"" wrote the mad Arab, ""are not for the fathoming of eyes that see; for their marvels are strange and terrific.",HPL
3141,id03687,O wherefore are love and ruin for ever joined in this our mortal dream?,MWS
3142,id09144,"For my own part, I had charge of a couple of dark lanterns, while Legrand contented himself with the scarabæus, which he carried attached to the end of a bit of whip cord; twirling it to and fro, with the air of a conjuror, as he went.",EAP
3143,id20637,Let us lament over and assist the children of the garden of the earth.,MWS
3144,id12615,Methought this was but a poor expedient; but I assured him of my obedience and zeal.,MWS
3145,id10901,"But, to be brief, I must have my reward.",EAP
3146,id01313,I say signature; because its position upon the vellum suggested this idea.,EAP
3147,id21105,"Wise men told him his simple fancies were inane and childish, and he believed it because he could see that they might easily be so.",HPL
3148,id25752,"From the tables we removed the tops.""",EAP
3149,id07539,"While such discussions were going on, their subject gradually approached, growing larger in apparent diameter, and of a more brilliant lustre.",EAP
3150,id09204,"Twice a year they would light fires on the top of Sentinel Hill, at which times the mountain rumblings would recur with greater and greater violence; while at all seasons there were strange and portentous doings at the lonely farmhouse.",HPL
3151,id04108,I suffered myself to use intemperate language to my wife.,EAP
3152,id22047,"""It was night, and the rain fell; and falling, it was rain, but, having fallen, it was blood.",EAP
3153,id14820,"I did not fail to observe, also, the form of the parchment.",EAP
3154,id23298,"The upper part, where it had been doubled and folded, was all mildewed and rotten, and tore on its being opened.....",EAP
3155,id17724,"In this examination, I committed to memory its external appearance and arrangement in the rack; and also fell, at length, upon a discovery which set at rest whatever trivial doubt I might have entertained.",EAP
3156,id14523,"I had been on a long visit to my parents in Illinois, and upon my return found West in a state of singular elation.",HPL
3157,id01238,"I did not strap on the strait jacket as was customary when he slept, since I saw that he was too feeble to be dangerous, even if he woke in mental disorder once more before passing away.",HPL
3158,id26631,We soon discovered that we were the sole survivors of the accident.,EAP
3159,id08506,It is this wild longing it is this eager vehemence of desire for life but for life that I have no power to portray no utterance capable of expressing.,EAP
3160,id26089,Other nurses were procured; and at ten o'clock I left the house in company with the two physicians and Mr. L l.,EAP
3161,id27454,"I pointed out that the barbarous Vascones were at best turbulent and uncertain, so that skirmishes with them were inevitable sooner or later whichever course we might take; that they had not in the past proved dangerous adversaries to our legions, and that it would ill become the representatives of the Roman People to suffer barbarians to interfere with a course which the justice and prestige of the Republic demanded.",HPL
3162,id09976,"Barzai the Wise they never found, nor could the holy priest Atal ever be persuaded to pray for his soul's repose.",HPL
3163,id16279,"But that would be a cruel kindness, and I dare not do it.",MWS
3164,id01004,"Besides, Perdita was with him in his retirement; she saw the moodiness that succeeded to this forced hilarity; she marked his disturbed sleep, his painful irritability once she had seen his tears hers had scarce ceased to flow, since she had beheld the big drops which disappointed pride had caused to gather in his eye, but which pride was unable to dispel.",MWS
3165,id13017,"Like the one I had at first seen in the hold, they all bore about them the marks of a hoary old age.",EAP
3166,id01235,Thus far I had succumbed supinely to this imperious domination.,EAP
3167,id12104,"During the colder months there was a general rush to London in search of amusement the ties of public opinion were loosened; many were rich, heretofore poor many had lost father and mother, the guardians of their morals, their mentors and restraints.",MWS
3168,id25130,"Our own distresses, though they were occasioned by the fictitious reciprocity of commerce, encreased in due proportion.",MWS
3169,id03087,"Some of the items were delicate and inspiring enough, but there was one box of strange old pieces descended from my mysterious great grandmother which my uncle was almost reluctant to produce.",HPL
3170,id03449,An increasing and unexplained atmosphere of panic seemed to rise around his apartment.,HPL
3171,id10538,"One man with Oriental eyes has said that all time and space are relative, and men have laughed.",HPL
3172,id02870,"He at length succeeded in regaining his former station on the rim, but had hardly done so when his head dropped upon his breast, and he fell dead within the car.",EAP
3173,id07742,"Know that, one by one, my friends were snatched away; I was left desolate.",MWS
3174,id04939,"Our museum was a blasphemous, unthinkable place, where with the satanic taste of neurotic virtuosi we had assembled an universe of terror and decay to excite our jaded sensibilities.",HPL
3175,id20990,"And the very enormity of this offence against all manly and honourable sentiment proved, beyond doubt, the main if not the sole reason of the impunity with which it was committed.",EAP
3176,id11094,"I cannot tell you how it adds to my grief to know that I am the cause of uneasiness to you; but this will pass away, and I hope that soon we shall be as we were a few months ago.",MWS
3177,id15988,"He had cried out in the night, arousing several other artists in the building, and had manifested since then only alternations of unconsciousness and delirium.",HPL
3178,id06111,This extended but little below the elbow.,EAP
3179,id13596,"It was sunny weather, and I was glad of that.",HPL
3180,id21954,"On each side of the chest, near the top, were three rings of iron six in all by means of which a firm hold could be obtained by six persons.",EAP
3181,id05768,"The gold seeker, whom I sincerely pitied, at length clambered from the pit, with the bitterest disappointment imprinted upon every feature, and proceeded, slowly and reluctantly, to put on his coat, which he had thrown off at the beginning of his labor.",EAP
3182,id06830,"This is probably true, but I have no distinct memory of it.",HPL
3183,id12574,I was forced to repeat this question before the sleep waker fully comprehended my meaning.,EAP
3184,id10636,In this latter science it is very usually untrue that the aggregated parts are equal to the whole.,EAP
3185,id22154,"Next would come the south windows, under the great low eaves on the side where he stood; and it must be said that he was more than uncomfortable as he thought of the detestable house on one side and the vacancy of upper air on the other.",HPL
3186,id23411,"It could not have been less than five hundred miles, and was probably much more.",EAP
3187,id06666,"In the mean time, we, the wise of the land, will return to our Castle, and, Cincinnatus like, take to our usual labours, until our friend shall require our presence and assistance here.""",MWS
3188,id19543,lower than her expectations.,EAP
3189,id17669,"There was one black tower which reached above the trees into the unknown outer sky, but that was partly ruined and could not be ascended save by a well nigh impossible climb up the sheer wall, stone by stone.",HPL
3190,id04467,To reach either of these lines of buildings I would have to be in a room two doors from my own in one case on the north and in the other case on the south and my mind instantly set to work calculating what chances I had of making the transfer.,HPL
3191,id15729,"Wherever seen it has been an object of intense curiosity, to all persons who think.",EAP
3192,id07823,"It is the loveliest thing in creation"" ""What?",EAP
3193,id20716,This policy would have suggested.,EAP
3194,id00374,"There was a considerable difference between the ages of my parents, but this circumstance seemed to unite them only closer in bonds of devoted affection.",MWS
3195,id20187,"I have been filled with it by certain sounds from stringed instruments, and not unfrequently by passages from books.",EAP
3196,id06030,"She never caressed me, and seemed all the time I staid in the room to fear that I should annoy her by some childish freak.",MWS
3197,id18193,"One seeks to recall the original beauty of the country, by adapting its means to the surrounding scenery; cultivating trees in harmony with the hills or plain of the neighboring land; detecting and bringing into practice those nice relations of size, proportion and color which, hid from the common observer, are revealed everywhere to the experienced student of nature.",EAP
3198,id04829,"The latter, he had said, was the daughter of a Portuguese trader whom he had met in Africa; and did not like English ways.",HPL
3199,id26986,Her voice was musical but unlike that of either of my friends.,MWS
3200,id15796,A sudden break was made in the routine of our lives.,MWS
3201,id20022,From this framework was suspended a wicker basket or car.,EAP
3202,id20200,To them he told a simple story.,HPL
3203,id24318,"This knowledge, and some of another kind, came afterwards in the course of an eventful five years, during which I have dropped the prejudices of my former humble situation in life, and forgotten the bellows mender in far different occupations.",EAP
3204,id22946,"But it made men dream, and so they knew enough to keep away.",HPL
3205,id02673,"But I am a man of my word mark that you shall have her, boy, plum and all, when you please.",EAP
3206,id12599,"Coincidences ten times as remarkable as this the delivery of the money, and murder committed within three days upon the party receiving it, happen to all of us every hour of our lives, without attracting even momentary notice.",EAP
3207,id25362,My own sensations can scarcely be recorded.,HPL
3208,id13179,"In the present instance, Eugenie, who for a few moments past had seemed to be searching for something in her bosom, at length let fall upon the grass a miniature, which I immediately picked up and presented to her. ""Keep it"" she said, with one of her most ravishing smiles.",EAP
3209,id04783,"Indeed, it never was rented after a series of deaths culminating in , which the excitement of the war tended to throw into obscurity.",HPL
3210,id26235,"The wind gibbers with Their voices, and the earth mutters with Their consciousness.",HPL
3211,id04288,"I believe I did ridiculous things such as offering prayers to Artemis, Latona, Demeter, Persephone, and Plouton.",HPL
3212,id10692,"I covered it carefully with dry wood and leaves and placed wet branches upon it; and then, spreading my cloak, I lay on the ground and sank into sleep.",MWS
3213,id24207,"At first indeed this wanton spirit played a false part appearing with sable wings gloomy countenance seemed to take a pleasure in exagerating all my miseries and as small hopes arose to snatch them from me give me in their place gigantic fears which under her fairy hand appeared close, impending unavoidable sometimes she would cruelly leave me while I was thus on the verge of madness and without consoling me leave me nought but heavy leaden sleep but at other times she would wilily link less unpleasing thoughts to these most dreadful ones before I was aware place hopes before me futile but consoling One day this lovely spirit whose name as she told me was Fantasia came to me in one of her consolotary moods her wings which seemed coloured by her tone of mind were not gay but beautiful like that of the partridge her lovely eyes although they ever burned with an unquenshable fire were shaded softened by her heavy lids the black long fringe of her eye lashes She thus addressed me You mourn for the loss of those you love.",MWS
3214,id19743,"The tints of the green carpet deepened; and when, one by one, the white daisies shrank away, there sprang up in place of them, ten by ten of the ruby red asphodel.",EAP
3215,id23114,"""Yes,"" said Elizabeth, ""I will go, although she is guilty; and you, Victor, shall accompany me; I cannot go alone.""",MWS
3216,id27144,"Having satisfied her curiosity if such it was she dropped the glass, and quietly gave her attention again to the stage; her profile now being turned toward myself, as before.",EAP
3217,id18994,"I resolved to lash myself securely to the water cask upon which I now held, to cut it loose from the counter, and to throw myself with it into the water.",EAP
3218,id27251,"There seemed to be a void, and nothing more, and I felt a childish fear which prompted me to draw from my hip pocket the revolver I always carried after dark since the night I was held up in East Providence.",HPL
3219,id09492,"All in my heart was shadowy yet calm, untill my ideas became confused and at length died away in sleep.",MWS
3220,id04363,"But at the epoch of which I speak, the analogy which a casual observation of a star offered to the conclusions I had already drawn, struck me with the force of positive conformation, and I then finally made up my mind to the course which I afterwards pursued.",EAP
3221,id15589,"With new courage, therefore, I pressed on, and in two days arrived at a wretched hamlet on the seashore.",MWS
3222,id03745,"By this time the restoration of the house was finished, and those who watched it wondered why one of the upper windows had been made into a solid plank door.",HPL
3223,id02547,"The system had its disadvantages, and even its dangers.",EAP
3224,id18783,"It is our distance from them and our imperfect means of communication that makes them appear to move; in truth they always remain stationary, a glorious centre, giving us a fine lesson of modesty if we would thus receive it.""",MWS
3225,id15038,"Yet my senses are bewildered, Charmion, with the keenness of their perception of the new.",EAP
3226,id10243,It was hard to conceive how all this beauty had been attained.,EAP
3227,id11849,"""A death's head"" echoed Legrand ""Oh yes well, it has something of that appearance upon paper, no doubt.",EAP
3228,id21839,"As we talked thus, I perceived that we were not going the ordinary road to Windsor, but through Englefield Green, towards Bishopgate Heath.",MWS
3229,id19340,"""I presume it is supererogatory to seek here eyeing the folds of the garment with a bitter smile for any farther evidence of your skill.",EAP
3230,id10889,"Reasoning and persuasion were thrown away upon her; she would endure no hindrance, no delay.",MWS
3231,id06133,And then the series of accidents and coincidences these were so very extraordinary.,EAP
3232,id03222,"I would in vain attempt to portray the majesty, the quiet ease, of her demeanor, or the incomprehensible lightness and elasticity of her footfall.",EAP
3233,id08987,"On the morning of September th Professor Rice and Dr. Morgan insisted on seeing him for a while, and departed trembling and ashen grey.",HPL
3234,id20621,Yet this was very unlike my early life although as then I was confined to Nature and books.,MWS
3235,id27204,In the mean time Raymond was eloquent.,MWS
3236,id18418,Ryland had shewn that he preferred him.,MWS
3237,id22679,"The boxes were fairly even, and could be piled up like blocks; so he began to compute how he might most stably use the eight to rear a scalable platform four deep.",HPL
3238,id19638,"The man who found me said that I must have crawled a long way despite my broken bones, for a trail of blood stretched off as far as he dared look.",HPL
3239,id25700,"I looked on the heavens, which were covered by clouds that flew before the wind, only to be replaced by others; I looked upon the sea; it was to be my grave.",MWS
3240,id13307,Could it be that the dream soul inhabiting this inferior body was desperately struggling to speak things which the simple and halting tongue of dulness could not utter?,HPL
3241,id17712,"I did not expect it, either, for I thought I was thoroughly forewarned regarding what the jewellery would turn out to be.",HPL
3242,id20087,"It was in these slums along Main Street that I would find the old Georgian churches, but they were all long abandoned.",HPL
3243,id15102,"He wants to see life as she is wants to know what the real lightnin' juice tastes like so jus' remember he's me friend an' treat 'im right.""",HPL
3244,id23128,"And so the prisoner toiled in the twilight, heaving the unresponsive remnants of mortality with little ceremony as his miniature Tower of Babel rose course by course.",HPL
3245,id25322,"So we retired awhile to Eleusis, and here rest and tender care added each day to the strength of our invalid.",MWS
3246,id11900,"Our course for the first four days was, with trifling variations, S.E. and by S.; and we must have run down the coast of New Holland.",EAP
3247,id05128,"In Kate, however, I had a firm friend, and I knew it.",EAP
3248,id27677,"My statues and ivory heads were all sold, and I had no means to purchase new materials, or energy to fashion them even had I possessed them.",HPL
3249,id25630,"But the consideration of these points, and the well balancing of what you may esteem your duties, I leave to you; my judgment and ideas are already disturbed by the near approach of death.",MWS
3250,id19425,A wrong is unredressed when retribution overtakes its redresser.,EAP
3251,id00314,"The newcomer was a thin, dark man of medium height attired in the clerical garb of the Anglican church.",HPL
3252,id19619,She presented all the ordinary appearances of death.,EAP
3253,id10638,"Moreover, my dungeon, as well as all the condemned cells at Toledo, had stone floors, and light was not altogether excluded.",EAP
3254,id00435,You may make a good deal of that little fact if properly worked.,EAP
3255,id13590,"The only thing to do was to cross it boldly and openly; imitating the typical shamble of the Innsmouth folk as best I could, and trusting that no one or at least no pursuer of mine would be there.",HPL
3256,id01968,But keep in mind that I didn't drop Pickman for anything like this.,HPL
3257,id05962,"And evil was the hour when she saw, and loved, and wedded the painter.",EAP
3258,id03922,"With Cyclopean rage it tore through the soil above that damnable pit, blinding and deafening me, yet not wholly reducing me to a coma.",HPL
3259,id12474,"""Four of the above named witnesses, being recalled, deposed that the door of the chamber in which was found the body of Mademoiselle L. was locked on the inside when the party reached it.",EAP
3260,id05771,"Now, my state room opened into the main cabin, or dining room, as did those of all the single men on board.",EAP
3261,id11464,"As yet the mind alone had suffered could I for ever put off the time, when the delicate frame and shrinking nerves of my child of prosperity, the nursling of rank and wealth, who was my companion, should be invaded by famine, hardship, and disease?",MWS
3262,id15936,"I fantastically associated these things with every day events, and thought them more natural than the coloured pictures of living beings which I found in many of the mouldy books.",HPL
3263,id01445,"My soul is a fading spark, my nature frail as a spent wave; but I dedicate all of intellect and strength that remains to me, to that one work, and take upon me the task, as far as I am able, of bestowing blessings on my fellow men"" His voice trembled, his eyes were cast up, his hands clasped, and his fragile person was bent, as it were, with excess of emotion.",MWS
3264,id19824,"""I suppose you have called about the Ourang Outang.",EAP
3265,id11412,"His sentence was pronounced, and I could only grieve and be patient.",MWS
3266,id03182,"immediately, he bolted out behind, and turning down an alley, was out of sight in the twinkling of an eye.",EAP
3267,id08061,"Sometimes he thought that I felt deeply the degradation of being obliged to answer a charge of murder, and he endeavoured to prove to me the futility of pride.",MWS
3268,id24987,"When I stood on my native hills, and saw plain and mountain stretch out to the utmost limits of my vision, speckled by the dwellings of my countrymen, and subdued to fertility by their labours, the earth's very centre was fixed for me in that spot, and the rest of her orb was as a fable, to have forgotten which would have cost neither my imagination nor understanding an effort.",MWS
3269,id14279,"I've seen sights before, but there was one thing too much here.",HPL
3270,id25087,"But, leaving this tide out of question, it may be said that very few human bodies will sink at all, even in fresh water, of their own accord.",EAP
3271,id25544,"So came he one night to the squalid cot of an antique shepherd, bent and dirty, who kept lean flocks on a stony slope above a quicksand marsh.",HPL
3272,id08020,We sat like one family round my hearth.,MWS
3273,id12988,"She fell dead upon the spot, without a groan.",EAP
3274,id01023,"'We have no evidence,' he says, 'that Marie Rogêt was in the land of the living after nine o'clock on Sunday, June the twenty second.'",EAP
3275,id14633,"""I dispute the availability, and thus the value, of that reason which is cultivated in any especial form other than the abstractly logical.",EAP
3276,id25582,The triumph of my enemy increased with the difficulty of my labours.,MWS
3277,id09261,I took the hand of Elizabeth.,MWS
3278,id02575,"She heard that we were bound for Greece, that she would see her father, and now, for the first time, she prattled of him to her mother.",MWS
3279,id22972,To me he discoursed ceaselessly of his beloved Ionian.,MWS
3280,id01026,"His Face, too full to be handsom, was likewise marred by the Effects of some scrofulous Disorder; and his Head was continually rolling about in a sort of convulsive way.",HPL
3281,id10223,"M. Waldman inflicted torture when he praised, with kindness and warmth, the astonishing progress I had made in the sciences.",MWS
3282,id25317,"Over two hours must have passed before I reached what seemed to be my goal, a venerable ivied castle in a thickly wooded park; maddeningly familiar, yet full of perplexing strangeness to me.",HPL
3283,id04244,"After feeling the pulse and applying a mirror to the lips, he requested me to speak to the sleep waker again.",EAP
3284,id15888,"Each felt, that England had never seen a Protector so capable of fulfilling the arduous duties of that high office.",MWS
3285,id16271,"""I have lost that which adorned and dignified my life; that which linked me to other men.",MWS
3286,id09089,"Through this work I obtained a cursory knowledge of history and a view of the several empires at present existing in the world; it gave me an insight into the manners, governments, and religions of the different nations of the earth.",MWS
3287,id22843,"At the end of a month he suddenly quitted his house and, unatteneded sic by any servant, departed from that part of the country without by word or writing informing any one of his intentions.",MWS
3288,id27836,"At sundown, the gale had sensibly diminished in violence, and as the sea went down with it, we still entertained faint hopes of saving ourselves in the boats.",EAP
3289,id04411,"Against the crowd which environed me, however, I experienced a deep sentiment of animosity.",EAP
3290,id05220,"From each hearth the familiar cat had vanished; cats large and small, black, grey, striped, yellow, and white.",HPL
3291,id06217,"As, in an instant afterwards, he stood with the still living and breathing child within his grasp, upon the marble flagstones by the side of the Marchesa, his cloak, heavy with the drenching water, became unfastened, and, falling in folds about his feet, discovered to the wonder stricken spectators the graceful person of a very young man, with the sound of whose name the greater part of Europe was then ringing.",EAP
3292,id04892,"For its recovery, she offers some forty or fifty dollars reward giving, in her advertisement, a very minute description of the gem, and of its settings, and declaring that, on its restoration at No. so and so, in such and such Avenue, the reward would be paid instanter, without a single question being asked.",EAP
3293,id01173,"Gad, I wouldn't be alive if I'd ever seen what that man if he was a man saw You recall that Pickman's forte was faces.",HPL
3294,id25094,I agree with Buffon with Hogarth it is but diligence after all.,EAP
3295,id03832,"To be confronted in a place as thoroughly deserted as I had deemed the old castle with evidence of the presence of man or spirit, produced in my brain a horror of the most acute description.",HPL
3296,id11936,"The reception of his request seems to have been varied; but he must, at the very least, have received more responses than any ordinary man could have handled without a secretary.",HPL
3297,id06890,"The cycles in which the stars move are those best adapted for the evolution, without collision, of the greatest possible number of bodies.",EAP
3298,id06627,"I cannot reckon the number of hours I spent in gazing at the sunken city with its buildings, arches, statues, and bridges, and the colossal temple with its beauty and mystery.",HPL
3299,id09541,"The elder partner of the firm, however, would allow me only one penny of the charge, and took it upon himself to show in what manner four of the same sized conveniences could be got out of a sheet of foolscap.",EAP
3300,id04584,"On the other hand, the picturesque possibilities were enormous.",HPL
3301,id05462,"Until lately, the bare supposition of such a thing was considered heretical.",EAP
3302,id18637,"It had not left behind quite all that it had attacked, for sometimes it had been hungry.",HPL
3303,id18649,"The difficulty of breathing, however, was diminished in a very slight degree, and I found that it would soon be positively necessary to make use of my condenser.",EAP
3304,id07944,"I then reflected, and the thought made me shiver, that the creature whom I had left in my apartment might still be there, alive and walking about.",MWS
3305,id11010,"I remembered, too, strange stories told about these Ragged Hills, and of the uncouth and fierce races of men who tenanted their groves and caverns.",EAP
3306,id25150,"""Oh, my Gawd, my Gawd,"" the voice choked out.",HPL
3307,id18853,His father was a narrow minded trader and saw idleness and ruin in the aspirations and ambition of his son.,MWS
3308,id03730,"The men filled the mosques; the women, veiled, hastened to the tombs, and carried offerings to the dead, thus to preserve the living.",MWS
3309,id01000,"He is of a well knit and compact frame of body, neither robust nor remarkably otherwise.",EAP
3310,id17467,"Then men in olive drab came, bearing muskets; till it seemed as if in its sad sleep The Street must have some haunting dreams of those other days, when musket bearing men in conical hats walked along it from the woodland spring to the cluster of houses by the beach.",HPL
3311,id13487,The horrible scene of the preceding day was forever acting before my eyes; the females were flying and the enraged Felix tearing me from his father's feet.,MWS
3312,id03242,"I did not pretend to enter into the merits of the case, yet I inclined towards the opinions of the hero, whose extinction I wept, without precisely understanding it.",MWS
3313,id18086,"We have crossed the Atlantic fairly and easily crossed it in a balloon God be praised Who shall say that anything is impossible hereafter?""",EAP
3314,id02262,"The peculiar spirit of the skies, if I mistake not greatly, made itself manifest, not only in the physical orb of the earth, but in the souls, imaginations, and meditations of mankind.",EAP
3315,id00827,The blood and soul of the people were as the blood and soul of their ancestors who had fashioned The Street.,HPL
3316,id18606,The police are confounded by the seeming absence of motive not for the murder itself but for the atrocity of the murder.,EAP
3317,id19210,"Had I made the wild attempt you suggest, I might never have left the Ministerial presence alive.",EAP
3318,id04795,I consented of course to make this experiment.,EAP
3319,id14446,"With great volubility, in their native Neapolitan dialect, with which we were not very familiar, they told us that there were spectres, that the roof would fall in, that it was too narrow to admit us, that there was a deep hole within, filled with water, and we might be drowned.",MWS
3320,id20515,"It was only after the announcement that Le Bon had been imprisoned, that he asked me my opinion respecting the murders.",EAP
3321,id01531,"Simple animals they were, gently descending the evolutionary scale because of their unfortunate ancestry and stultifying isolation.",HPL
3322,id26965,"He has thought it sagacious to echo the small talk of the lawyers, who, for the most part, content themselves with echoing the rectangular precepts of the courts.",EAP
3323,id22503,And over all rose thoughts and fears which centred in the youth from the sea and the ivory image whose carving was duplicated on the frieze and columns of the temple before me.,HPL
3324,id09891,"He admitted but four elementary principles, or more strictly, conditions of bliss.",EAP
3325,id07112,"I first became acquainted with him on board a whale vessel; finding that he was unemployed in this city, I easily engaged him to assist in my enterprise.",MWS
3326,id04394,"Sir Wade was, indeed, most peculiar in his solicitude for his family; for when he returned to Africa he would permit no one to care for his young son save a loathsome black woman from Guinea.",HPL
3327,id22581,"The accelerated rate of ascent thus obtained, carried me too rapidly, and without sufficient gradation, into a highly rarefied stratum of the atmosphere, and the result had nearly proved fatal to my expedition and to myself.",EAP
3328,id26792,Mebbe he's tried it already they do sometimes go daown fer little spells afore they go fer good.,HPL
3329,id14990,"Mr. Henson's scheme which at first was considered very feasible even by men of science, was founded upon the principle of an inclined plane, started from an eminence by an extrinsic force, applied and continued by the revolution of impinging vanes, in form and number resembling the vanes of a windmill.",EAP
3330,id01037,I now looked at the nail.,EAP
3331,id11077,"I struck several matches in succession, and desperately regretted the improvidence which had caused us long ago to use up the few candles we carried.",HPL
3332,id05131,"""It is,"" said Dupin; ""and, upon inquiring of the boy by what means he effected the thorough identification in which his success consisted, I received answer as follows: 'When I wish to find out how wise, or how stupid, or how good, or how wicked is any one, or what are his thoughts at the moment, I fashion the expression of my face, as accurately as possible, in accordance with the expression of his, and then wait to see what thoughts or sentiments arise in my mind or heart, as if to match or correspond with the expression.'",EAP
3333,id22449,"Some few inquiries had been made, but these had been readily answered.",EAP
3334,id19063,"His reply is this and never pretends to be any thing else than this ""Because it is impossible to conceive that contradictories can both be true.""",EAP
3335,id15941,"This man, a vagabond, hunter, and trapper, had always been strange in the eyes of his primitive associates.",HPL
3336,id04846,Why is it folly to suppose that the murder was committed within five minutes after the girl's quitting her mother's house?,EAP
3337,id20559,"""It was fully eleven by the time I had completed these arrangements, and I immediately betook myself to bed, with full confidence in the efficiency of my invention.",EAP
3338,id09297,He excites at once my admiration and my pity to an astonishing degree.,MWS
3339,id20947,"Do you not see my tears which I in vain strive against You hear unmoved my voice broken by sobs Feel how my hand trembles: my whole heart is in the words I speak and you must not endeavour to silence me by mere words barren of meaning: the agony of my doubt hurries me on, and you must reply.",MWS
3340,id25086,Of these categories one seemed to him to include objects slightly less illogical and irrelevant in their motions than the members of the other categories.,HPL
3341,id18420,"With the energy natural to her, Perdita then endeavoured to supply his place.",MWS
